,average_covered_charges,average_medicare_payments,average_total_payments,drg_definition,hospital_referral_region_hrr_description,provider_city,provider_id,provider_name,provider_state,provider_street_address,provider_zip_code,total_discharges
8324,30297.92,12738.50,14678.25,638 - DIABETES W CC,NY - Manhattan,NEW YORK,330204,BELLEVUE HOSPITAL CENTER,NY,462 FIRST AVENUE,10016,12
8325,21869.71,7479.43,8606.05,638 - DIABETES W CC,NY - White Plains,YONKERS,330208,ST JOHN'S RIVERSIDE HOSPITAL,NY,976 NORTH BROADWAY,10701,21
8326,9740.75,5456.33,5993.00,638 - DIABETES W CC,NY - Syracuse,OGDENSBURG,330211,CLAXTON-HEPBURN MEDICAL CENTER,NY,214 KING STREET,13669,12
8327,46002.93,8089.16,9853.67,638 - DIABETES W CC,NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,43
8328,12022.95,7919.10,10087.50,638 - DIABETES W CC,NY - Buffalo,BUFFALO,330219,ERIE COUNTY MEDICAL CENTER,NY,462 GRIDER STREET,14215,20
8329,18020.21,9932.84,11478.42,638 - DIABETES W CC,NY - Manhattan,BROOKLYN,330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,374 STOCKHOLM STREET,11237,19
8330,11889.80,5494.96,6428.08,638 - DIABETES W CC,NY - Rochester,ROCHESTER,330226,UNITY HOSPITAL OF ROCHESTER,NY,1555 LONG POND ROAD,14626,25
8331,31140.27,12840.33,14891.33,638 - DIABETES W CC,NY - East Long Island,JAMAICA,330231,QUEENS HOSPITAL CENTER,NY,82-68 164TH STREET,11432,15
8332,22164.46,11018.15,12457.38,638 - DIABETES W CC,NY - Manhattan,BROOKLYN,330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,1 BROOKDALE PLAZA,11212,13
8333,64416.81,9674.06,11660.13,638 - DIABETES W CC,NY - White Plains,VALHALLA,330234,WESTCHESTER MEDICAL CENTER,NY,100 WOODS RD,10595,32
8334,11275.18,5062.82,6109.00,638 - DIABETES W CC,NY - Syracuse,AUBURN,330235,AUBURN MEMORIAL HOSPITAL,NY,17 LANSING STREET,13021,11
8335,25281.47,8104.79,9675.07,638 - DIABETES W CC,NY - Manhattan,BROOKLYN,330236,NEW YORK METHODIST HOSPITAL,NY,506 SIXTH STREET,11215,57
8336,18720.93,12926.64,14567.86,638 - DIABETES W CC,NY - Manhattan,NEW YORK,330240,HARLEM HOSPITAL CENTER,NY,506 LENOX AVENUE,10037,14
8337,33606.26,6045.49,8812.69,638 - DIABETES W CC,NY - Syracuse,SYRACUSE,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,750 EAST ADAMS STREET,13210,35
8338,21199.03,6545.33,7245.03,638 - DIABETES W CC,VT - Burlington,PLATTSBURGH,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,75 BEEKMAN STREET,12901,36
8339,43601.68,6159.55,7121.32,638 - DIABETES W CC,NY - East Long Island,ROCKVILLE CENTRE,330259,MERCY MEDICAL CENTER,NY,1000 NORTH VILLAGE AVENUE,11570,22
8340,33981.88,5857.41,6761.65,638 - DIABETES W CC,NY - White Plains,NEWBURGH,330264,ST LUKE'S CORNWALL HOSPITAL,NY,70 DUBOIS STREET,12550,17
8341,26267.82,5598.94,6427.41,638 - DIABETES W CC,NY - White Plains,CORTLANDT MANOR,330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,NY,1980 CROMPOND ROAD,10567,17
8342,15710.08,4612.83,6068.38,638 - DIABETES W CC,NY - Buffalo,BUFFALO,330279,MERCY HOSPITAL OF BUFFALO,NY,565 ABBOTT ROAD,14220,24
8343,13398.84,7033.61,9240.55,638 - DIABETES W CC,NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,49
8344,43542.64,5762.83,7573.25,638 - DIABETES W CC,NY - East Long Island,WEST ISLIP,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,1000 MONTAUK HIGHWAY,11795,53
8345,31471.55,4772.95,5988.15,638 - DIABETES W CC,NY - White Plains,WHITE PLAINS,330304,WHITE PLAINS HOSPITAL CENTER,NY,41 EAST POST R0AD,10601,20
8346,8454.80,5066.13,5665.33,638 - DIABETES W CC,NY - Rochester,ITHACA,330307,CAYUGA MEDICAL CENTER AT ITHACA,NY,101 DATES DRIVE,14850,15
8347,32548.06,5981.72,7303.83,638 - DIABETES W CC,NY - East Long Island,PLAINVIEW,330331,PLAINVIEW HOSPITAL,NY,888 OLD COUNTRY ROAD,11803,18
8348,30920.54,5034.73,6024.58,638 - DIABETES W CC,NY - East Long Island,BETHPAGE,330332,ST JOSEPH HOSPITAL,NY,4295 HEMPSTEAD TURNPIKE,11714,26
8349,24402.39,10332.48,14585.78,638 - DIABETES W CC,NY - Manhattan,BROOKLYN,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),NY,445 LENOX ROAD,11203,23
8350,43888.58,7554.67,8659.67,638 - DIABETES W CC,NY - East Long Island,FOREST HILLS,330353,FOREST HILLS HOSPITAL,NY,102 - 01 66TH ROAD,11375,12
8351,26351.08,13637.00,15604.42,638 - DIABETES W CC,NY - Bronx,BRONX,330385,NORTH CENTRAL BRONX HOSPITAL,NY,3424 KOSSUTH AVENUE & 210TH STREET,10467,12
8352,31391.13,8019.39,10107.29,638 - DIABETES W CC,NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,31
8353,12647.55,4667.95,5699.85,638 - DIABETES W CC,NY - Binghamton,BINGHAMTON,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,10-42 MITCHELL AVENUE,13903,20
8354,31898.56,10021.88,13236.04,638 - DIABETES W CC,NY - East Long Island,FAR ROCKAWAY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,327 BEACH 19TH STREET,11691,25
8355,26995.50,11778.00,13141.50,638 - DIABETES W CC,NY - Manhattan,BROOKLYN,330397,INTERFAITH MEDICAL CENTER,NY,1545 ATLANTIC AVENUE,11213,12
8356,28729.55,14066.09,16740.27,638 - DIABETES W CC,NY - Bronx,BRONX,330399,ST BARNABAS HOSPITAL,NY,4422 THIRD AVENUE,10457,11
8357,56109.86,7037.48,8076.14,638 - DIABETES W CC,NY - East Long Island,SMITHTOWN,330401,ST CATHERINE OF SIENA HOSPITAL,NY,50 ROUTE 25A,11787,21
8358,11273.06,4722.06,6446.13,639 - DIABETES W/O CC/MCC,NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,16
8359,11322.67,12074.75,13863.42,639 - DIABETES W/O CC/MCC,NY - Bronx,BRONX,330009,BRONX-LEBANON HOSPITAL CENTER,NY,1276 FULTON AVENUE,10456,12
8360,11459.63,7302.94,8914.69,639 - DIABETES W/O CC/MCC,NY - East Long Island,JAMAICA,330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,89TH AVENUE AND VAN WYCK EXPRESSWAY,11418,16
8361,12518.33,4854.20,5733.73,639 - DIABETES W/O CC/MCC,NY - Manhattan,BROOKLYN,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,2525 KINGS HIGHWAY,11229,15
8362,22207.37,6504.37,7976.21,639 - DIABETES W/O CC/MCC,NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,19
8363,18981.39,7781.67,9407.22,639 - DIABETES W/O CC/MCC,NY - East Long Island,EAST MEADOW,330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,2201 HEMPSTEAD TURNPIKE,11554,18
8364,29279.50,4587.08,5631.83,639 - DIABETES W/O CC/MCC,NY - East Long Island,BAY SHORE,330043,SOUTHSIDE HOSPITAL,NY,301 EAST MAIN STREET,11706,12
8365,19972.55,3814.82,4415.64,639 - DIABETES W/O CC/MCC,NY - East Long Island,HUNTINGTON,330045,HUNTINGTON HOSPITAL,NY,270 PARK AVENUE,11743,11
8366,22826.13,6654.40,8052.00,639 - DIABETES W/O CC/MCC,NY - Manhattan,NEW YORK,330046,MOUNT SINAI WEST,NY,1000 TENTH AVENUE,10019,15
8367,39392.46,7952.77,10210.69,639 - DIABETES W/O CC/MCC,NY - Bronx,BRONX,330059,MONTEFIORE MEDICAL CENTER,NY,111 EAST 210TH STREET,10467,26
8368,25320.85,6435.62,7851.23,639 - DIABETES W/O CC/MCC,NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,13
8369,33572.00,4709.22,6890.50,639 - DIABETES W/O CC/MCC,NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,18
8370,11156.13,3779.20,4680.80,639 - DIABETES W/O CC/MCC,NY - Rochester,ROCHESTER,330125,ROCHESTER GENERAL HOSPITAL,NY,1425 PORTLAND AVENUE,14621,15
8371,25472.86,5225.57,6549.71,639 - DIABETES W/O CC/MCC,NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,14
8372,6207.69,3794.77,4956.77,639 - DIABETES W/O CC/MCC,NY - Rochester,ROCHESTER,330164,HIGHLAND HOSPITAL,NY,1000 SOUTH AVENUE,14620,13
8373,33335.82,5924.24,7808.53,639 - DIABETES W/O CC/MCC,NY - Manhattan,NEW YORK,330169,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NY,FIRST AVENUE AT 16TH STREET,10003,17
8374,30813.27,6519.77,7751.23,639 - DIABETES W/O CC/MCC,NY - East Long Island,NEW HYDE PARK,330195,LONG ISLAND JEWISH MEDICAL CENTER,NY,270 - 05 76TH AVENUE,11040,26
8375,24898.36,10679.91,12230.55,639 - DIABETES W/O CC/MCC,NY - East Long Island,JAMAICA,330231,QUEENS HOSPITAL CENTER,NY,82-68 164TH STREET,11432,11
8376,16859.44,5393.69,7533.75,639 - DIABETES W/O CC/MCC,NY - Manhattan,BROOKLYN,330236,NEW YORK METHODIST HOSPITAL,NY,506 SIXTH STREET,11215,16
8377,29574.67,4307.67,5183.00,639 - DIABETES W/O CC/MCC,NY - East Long Island,ROCKVILLE CENTRE,330259,MERCY MEDICAL CENTER,NY,1000 NORTH VILLAGE AVENUE,11570,18
8378,18185.73,7091.82,9668.45,639 - DIABETES W/O CC/MCC,NY - East Long Island,FAR ROCKAWAY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,327 BEACH 19TH STREET,11691,11
8379,33860.29,6258.19,7401.19,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,KINGSTON,330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,NY,396 BROADWAY,12401,21
8380,21565.83,9046.29,10281.46,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,52
8381,9015.00,10584.56,11199.13,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,YONKERS,330006,ST JOSEPH'S MEDICAL CENTER,NY,127 SOUTH BROADWAY,10701,16
8382,12162.90,17707.90,19268.48,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Bronx,BRONX,330009,BRONX-LEBANON HOSPITAL CENTER,NY,1276 FULTON AVENUE,10456,21
8383,15771.31,5466.19,6386.56,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Binghamton,BINGHAMTON,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,169 RIVERSIDE DRIVE,13905,16
8384,43686.96,8057.04,11711.88,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,57
8385,25722.42,12367.98,14561.60,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,JAMAICA,330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,89TH AVENUE AND VAN WYCK EXPRESSWAY,11418,65
8386,23870.93,8871.15,9894.78,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,2525 KINGS HIGHWAY,11229,27
8387,31664.53,7925.70,8581.76,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,POUGHKEEPSIE,330023,VASSAR BROTHERS MEDICAL CENTER,NY,45 READE PLACE,12601,86
8388,46573.06,11483.59,15378.66,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,86
8389,42666.76,13799.37,16156.41,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,EAST MEADOW,330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,2201 HEMPSTEAD TURNPIKE,11554,41
8390,39599.30,11275.40,13129.10,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,STATEN ISLAND,330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,355 BARD AVENUE,10304,20
8391,44849.44,8909.19,9822.15,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,BAY SHORE,330043,SOUTHSIDE HOSPITAL,NY,301 EAST MAIN STREET,11706,27
8392,31117.60,6529.09,7305.36,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Elmira,UTICA,330044,FAXTON-ST LUKE'S HEALTHCARE,NY,1656 CHAMPLIN AVENUE,13503,45
8393,35736.23,7130.09,8049.26,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,HUNTINGTON,330045,HUNTINGTON HOSPITAL,NY,270 PARK AVENUE,11743,43
8394,39665.67,11558.77,13083.61,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330046,MOUNT SINAI WEST,NY,1000 TENTH AVENUE,10019,88
8395,44870.93,11210.93,14045.90,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,FLUSHING,330055,NEW YORK-PRESBYTERIAN/QUEENS,NY,56-45 MAIN STREET,11355,69
8396,46399.74,12924.52,17753.10,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NY,121 DEKALB AVENUE,11201,31
8397,23525.50,6001.46,6670.79,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,ALBANY,330057,ST PETER'S HOSPITAL,NY,315 SOUTH MANNING BOULEVARD,12208,24
8398,63446.51,13466.83,16080.82,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Bronx,BRONX,330059,MONTEFIORE MEDICAL CENTER,NY,111 EAST 210TH STREET,10467,188
8399,30878.11,7573.33,8640.44,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,BRONXVILLE,330061,LAWRENCE HOSPITAL CENTER,NY,55 PALMER AVENUE,10708,18
8400,28524.22,8509.61,9959.22,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Buffalo,BUFFALO,330078,SISTERS OF CHARITY HOSPITAL,NY,2157 MAIN STREET,14214,18
8401,13380.80,18323.04,18863.60,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Bronx,BRONX,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,234 EAST 149TH STREET,10451,25
8402,20408.83,9947.17,10898.50,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,MOUNT VERNON,330086,MONTEFIORE MOUNT VERNON HOSPITAL,NY,12 NORTH 7TH AVENUE,10550,12
8403,19657.52,6222.38,7265.43,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Elmira,ELMIRA,330090,ARNOT OGDEN MEDICAL CENTER,NY,600 ROE AVENUE,14905,21
8404,16042.00,6835.48,7352.26,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,HUDSON,330094,COLUMBIA MEMORIAL HOSPITAL,NY,71 PROSPECT AVENUE,12534,23
8405,76073.33,14075.85,17001.61,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,215
8406,11208.94,5654.59,6505.12,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Buffalo,OLEAN,330103,OLEAN GENERAL HOSPITAL,NY,515 MAIN STREET,14760,17
8407,79812.26,9773.06,10865.52,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NJ - Hackensack,NYACK,330104,NYACK HOSPITAL,NY,160 NORTH MIDLAND AVENUE,10960,31
8408,62343.31,9883.89,11673.72,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,95
8409,36932.83,8696.78,9982.78,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,RIVERHEAD,330107,PECONIC BAY MEDICAL CENTER,NY,1300 ROANOKE AVENUE,11901,18
8410,55313.65,10020.38,11668.09,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330119,LENOX HILL HOSPITAL,NY,100 EAST 77TH STREET,10021,34
8411,23516.21,7138.91,9173.77,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Rochester,ROCHESTER,330125,ROCHESTER GENERAL HOSPITAL,NY,1425 PORTLAND AVENUE,14621,47
8412,44295.24,7792.54,8628.10,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,MIDDLETOWN,330126,ORANGE REGIONAL MEDICAL CENTER,NY,707 EAST MAIN STREET,10940,41
8413,29784.71,15620.43,17544.21,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Bronx,BRONX,330127,JACOBI MEDICAL CENTER,NY,1400 PELHAM PARKWAY SOUTH,10461,14
8414,35526.78,16248.93,17981.22,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,ELMHURST,330128,ELMHURST HOSPITAL CENTER,NY,79-01 BROADWAY,11373,27
8415,20793.56,9511.44,11143.81,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,COOPERSTOWN,330136,MARY IMOGENE BASSETT HOSPITAL,NY,ONE ATWELL ROAD,13326,27
8416,24866.74,6861.81,8169.91,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Syracuse,SYRACUSE,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,301 PROSPECT AVENUE,13203,57
8417,54228.87,8045.48,10131.39,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,PATCHOGUE,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,101 HOSPITAL ROAD,11772,31
8418,28461.00,6669.84,8205.88,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,SCHENECTADY,330153,ELLIS HOSPITAL,NY,1101 NOTT STREET,12308,32
8419,28339.92,11181.27,12171.35,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Syracuse,WATERTOWN,330157,SAMARITAN MEDICAL CENTER,NY,830 WASHINGTON STREET,13601,26
8420,58484.23,7981.80,8706.07,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NJ - Ridgewood,SUFFERN,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,255 LAFAYETTE AVENUE,10901,30
8421,46587.59,10783.26,11780.52,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,27
8422,36725.06,6925.59,9743.65,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,MOUNT KISCO,330162,NORTHERN WESTCHESTER HOSPITAL,NY,400 EAST MAIN STREET,10549,17
8423,14601.29,6872.67,8852.25,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Rochester,ROCHESTER,330164,HIGHLAND HOSPITAL,NY,1000 SOUTH AVENUE,14620,48
8424,72612.10,9668.42,12569.38,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,52
8425,53960.69,11435.96,13993.75,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330169,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NY,FIRST AVENUE AT 16TH STREET,10003,113
8426,27968.44,7784.61,8884.67,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,GLEN COVE,330181,GLEN COVE HOSPITAL,NY,101 ST ANDREWS LANE,11542,18
8427,63198.74,7297.71,8629.57,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,ROSLYN,330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,100 PORT WASHINGTON BOULEVARD,11576,35
8428,31268.30,9642.35,11788.83,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Bronx,NEW ROCHELLE,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,NY,16 GUION PLACE,10802,23
8429,36266.33,7805.29,9941.95,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,PORT JEFFERSON,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,75 NORTH COUNTRY ROAD,11777,21
8430,33500.35,6462.69,7053.88,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Albany,GLENS FALLS,330191,GLENS FALLS HOSPITAL,NY,100 PARK STREET,12801,26
8431,27200.27,11943.50,14227.04,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,FLUSHING,330193,FLUSHING HOSPITAL MEDICAL CENTER,NY,45TH AVENUE AND PARSONS BOULEVARD,11355,26
8432,46057.28,12558.51,14869.25,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330194,MAIMONIDES MEDICAL CENTER,NY,4802 TENTH AVENUE,11219,81
8433,53587.49,11076.83,13153.83,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,NEW HYDE PARK,330195,LONG ISLAND JEWISH MEDICAL CENTER,NY,270 - 05 76TH AVENUE,11040,111
8434,46703.80,13014.73,14633.59,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330196,CONEY ISLAND HOSPITAL,NY,2601 OCEAN PARKWAY,11235,44
8435,35617.95,8681.70,9630.95,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - East Long Island,OCEANSIDE,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,NY,ONE HEALTHY WAY,11572,37
8436,38717.08,10307.88,11851.00,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330201,KINGSBROOK JEWISH MEDICAL CENTER,NY,585 SCHENECTADY AVENUE,11203,25
8437,58835.53,23424.06,26998.24,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,BROOKLYN,330202,KINGS COUNTY HOSPITAL CENTER,NY,451 CLARKSON AVENUE,11203,17
8438,19933.26,7546.41,8826.78,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Syracuse,SYRACUSE,330203,CROUSE HOSPITAL,NY,736 IRVING AVENUE,13210,27
8439,37199.50,15558.00,18006.44,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330204,BELLEVUE HOSPITAL CENTER,NY,462 FIRST AVENUE,10016,16
8440,23201.54,9158.69,10524.23,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - White Plains,YONKERS,330208,ST JOHN'S RIVERSIDE HOSPITAL,NY,976 NORTH BROADWAY,10701,13
8441,14293.54,7363.85,8055.31,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Syracuse,OGDENSBURG,330211,CLAXTON-HEPBURN MEDICAL CENTER,NY,214 KING STREET,13669,13
8442,50298.68,11036.66,13633.64,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,59
8443,27886.51,10766.14,15953.17,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Buffalo,BUFFALO,330219,ERIE COUNTY MEDICAL CENTER,NY,462 GRIDER STREET,14215,35
